incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,duration_phase,preproc_priority,preproc_impact,preproc_urgency,duration_process
INC10000003,W,8/4/2016 08:29,True,0,0,8,True,Caller 1539,Opened by  24,28/3/2016 14:10,Created by 13,28/3/2016 14:14,Updated by 213,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,?,3 - Low,2 - Medium,4 - Low,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,8/4/2016 16:08,13/4/2016 16:59,7.65,2.0,2.0,2.0,261.0208427673112
INC10000003,W,8/4/2016 16:08,True,0,0,9,True,Caller 1539,Opened by  24,28/3/2016 14:10,Created by 13,28/3/2016 14:14,Updated by 213,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,?,3 - Low,2 - Medium,4 - Low,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,8/4/2016 16:08,13/4/2016 16:59,0.0,2.0,2.0,2.0,261.0208427673112
INC10000003,R,8/4/2016 16:08,True,0,0,10,True,Caller 1539,Opened by  24,28/3/2016 14:10,Created by 13,28/3/2016 14:14,Updated by 213,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,?,3 - Low,2 - Medium,4 - Low,Group 25,Resolver 57,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 53,8/4/2016 16:08,13/4/2016 16:59,120.85,2.0,2.0,2.0,261.0208427673112
INC10000003,C,13/4/2016 16:59,False,0,0,11,True,Caller 1539,Opened by  24,28/3/2016 14:10,Created by 13,28/3/2016 14:14,Updated by 908,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,?,3 - Low,2 - Medium,4 - Low,Group 25,Resolver 57,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 53,8/4/2016 16:08,13/4/2016 16:59,0.0,2.0,2.0,2.0,261.0208427673112
INC10000004,N,17/5/2016 21:03,True,0,0,0,True,Caller 1397,Opened by  58,17/5/2016 21:03,?,?,Updated by 908,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 29,17/5/2016 21:20,22/5/2016 22:07,0.28,2.0,2.0,2.0,156.0223132726515
INC10000004,R,17/5/2016 21:20,True,0,0,1,True,Caller 1397,Opened by  58,17/5/2016 21:03,?,?,Updated by 131,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 29,17/5/2016 21:20,22/5/2016 22:07,120.78,2.0,2.0,2.0,156.0223132726515
INC10000004,C,22/5/2016 22:07,False,0,0,2,True,Caller 1397,Opened by  58,17/5/2016 21:03,?,?,Updated by 908,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 29,17/5/2016 21:20,22/5/2016 22:07,0.0,2.0,2.0,2.0,156.0223132726515
INC10000005,N,11/3/2016 11:45,True,1,0,0,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 135,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,1.15,2.0,2.0,2.0,156.0223132726515
INC10000005,N,11/3/2016 12:54,True,1,0,1,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 915,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,0.0,2.0,2.0,2.0,156.0223132726515
INC10000005,W,11/3/2016 12:54,True,1,0,2,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 915,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,108.6,2.0,2.0,2.0,156.0223132726515
INC10000005,A,16/3/2016 01:30,True,1,0,4,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 809,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,5.08,2.0,2.0,2.0,156.0223132726515
INC10000005,A,16/3/2016 06:35,True,1,0,5,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 44,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,1.23,2.0,2.0,2.0,156.0223132726515
INC10000005,A,16/3/2016 07:49,True,1,0,6,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 44,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,4.07,2.0,2.0,2.0,156.0223132726515
INC10000005,A,16/3/2016 11:53,True,1,0,7,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 265,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,0.25,2.0,2.0,2.0,156.0223132726515
INC10000005,A,16/3/2016 12:08,True,1,0,8,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 265,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,1.93,2.0,2.0,2.0,156.0223132726515
INC10000005,A,16/3/2016 14:04,True,1,0,9,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 60,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,0.0,2.0,2.0,2.0,156.0223132726515
INC10000005,W,16/3/2016 14:04,True,1,0,10,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 60,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,142.08,2.0,2.0,2.0,156.0223132726515
INC10000005,R,22/3/2016 12:09,True,1,0,12,True,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 60,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,120.83,2.0,2.0,2.0,156.0223132726515
INC10000005,C,27/3/2016 12:59,False,1,0,13,False,Caller 4683,Opened by  59,11/3/2016 11:42,Created by 34,11/3/2016 11:45,Updated by 908,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,22/3/2016 12:09,27/3/2016 12:59,0.0,2.0,2.0,2.0,156.0223132726515
INC10000006,N,14/4/2016 09:45,True,2,0,0,True,Caller 973,Opened by  131,14/4/2016 09:45,?,?,Updated by 908,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,14/4/2016 09:51,19/4/2016 10:07,0.07,2.0,2.0,2.0,170.12385132373765
INC10000006,A,14/4/2016 09:49,True,2,0,1,True,Caller 973,Opened by  131,14/4/2016 09:45,?,?,Updated by 265,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,14/4/2016 09:51,19/4/2016 10:07,0.03,2.0,2.0,2.0,170.12385132373765
INC10000006,R,14/4/2016 09:51,True,2,0,2,True,Caller 973,Opened by  131,14/4/2016 09:45,?,?,Updated by 265,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 66,14/4/2016 09:51,19/4/2016 10:07,120.27,2.0,2.0,2.0,170.12385132373765
INC10000006,C,19/4/2016 10:07,False,2,0,3,True,Caller 973,Opened by  131,14/4/2016 09:45,?,?,Updated by 908,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 66,14/4/2016 09:51,19/4/2016 10:07,0.0,2.0,2.0,2.0,170.12385132373765
INC10000007,A,7/3/2016 08:39,True,0,0,0,True,Caller 3166,Opened by  59,7/3/2016 08:34,Created by 34,7/3/2016 08:39,Updated by 135,Phone,Location 161,Category 40,Subcategory 43,Symptom 338,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 11:06,24/3/2016 18:59,35.55,2.0,2.0,2.0,170.12385132373765
INC10000007,A,8/3/2016 20:12,True,0,0,1,True,Caller 3166,Opened by  59,7/3/2016 08:34,Created by 34,7/3/2016 08:39,Updated by 131,Phone,Location 161,Category 53,Subcategory 168,Symptom 8,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 11:06,24/3/2016 18:59,6.18,2.0,2.0,2.0,170.12385132373765
INC10000007,A,9/3/2016 02:23,True,0,0,2,True,Caller 3166,Opened by  59,7/3/2016 08:34,Created by 34,7/3/2016 08:39,Updated by 746,Phone,Location 161,Category 53,Subcategory 168,Symptom 8,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 11:06,24/3/2016 18:59,134.98,2.0,2.0,2.0,170.12385132373765
INC10000007,A,14/3/2016 17:22,True,0,0,4,True,Caller 3166,Opened by  59,7/3/2016 08:34,Created by 34,7/3/2016 08:39,Updated by 336,Phone,Location 161,Category 53,Subcategory 168,Symptom 8,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 11:06,24/3/2016 18:59,15.35,2.0,2.0,2.0,170.12385132373765
INC10000007,A,15/3/2016 08:43,True,0,0,5,True,Caller 3166,Opened by  59,7/3/2016 08:34,Created by 34,7/3/2016 08:39,Updated by 994,Phone,Location 161,Category 53,Subcategory 168,Symptom 8,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 11:06,24/3/2016 18:59,2.38,2.0,2.0,2.0,170.12385132373765
INC10000007,R,15/3/2016 11:06,True,0,0,6,True,Caller 3166,Opened by  59,7/3/2016 08:34,Created by 34,7/3/2016 08:39,Updated by 994,Phone,Location 161,Category 53,Subcategory 168,Symptom 8,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 11:06,24/3/2016 18:59,223.88,2.0,2.0,2.0,170.12385132373765
INC10000007,C,24/3/2016 18:59,False,0,0,7,False,Caller 3166,Opened by  59,7/3/2016 08:34,Created by 34,7/3/2016 08:39,Updated by 908,Phone,Location 161,Category 53,Subcategory 168,Symptom 8,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 11:06,24/3/2016 18:59,0.0,2.0,2.0,2.0,170.12385132373765
INC10000008,N,4/4/2016 16:05,True,0,0,0,True,Caller 3486,?,4/4/2016 16:05,?,?,Updated by 908,Phone,Location 161,Category 46,Subcategory 251,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,4/4/2016 16:30,9/4/2016 16:59,0.38,2.0,2.0,2.0,120.93501120919193
INC10000008,A,4/4/2016 16:28,True,0,0,1,True,Caller 3486,?,4/4/2016 16:05,?,?,Updated by 723,Phone,Location 161,Category 46,Subcategory 251,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,4/4/2016 16:30,9/4/2016 16:59,0.03,2.0,2.0,2.0,120.93501120919193
INC10000008,R,4/4/2016 16:30,True,0,0,2,True,Caller 3486,?,4/4/2016 16:05,?,?,Updated by 723,Phone,Location 161,Category 46,Subcategory 251,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 169,4/4/2016 16:30,9/4/2016 16:59,120.48,2.0,2.0,2.0,120.93501120919193
INC10000008,C,9/4/2016 16:59,False,0,0,3,True,Caller 3486,?,4/4/2016 16:05,?,?,Updated by 908,Phone,Location 161,Category 46,Subcategory 251,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 169,4/4/2016 16:30,9/4/2016 16:59,0.0,2.0,2.0,2.0,120.93501120919193
INC10000009,N,30/5/2016 00:49,True,5,0,0,True,Caller 2717,Opened by  47,30/5/2016 00:49,?,?,Updated by 908,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 24,30/5/2016 00:54,4/6/2016 01:07,0.08,2.0,2.0,2.0,181.36966418341453
INC10000009,R,30/5/2016 00:54,True,5,0,1,True,Caller 2717,Opened by  47,30/5/2016 00:49,?,?,Updated by 111,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 24,30/5/2016 00:54,4/6/2016 01:07,120.22,2.0,2.0,2.0,181.36966418341453
INC10000009,C,4/6/2016 01:07,False,5,0,2,True,Caller 2717,Opened by  47,30/5/2016 00:49,?,?,Updated by 908,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 24,30/5/2016 00:54,4/6/2016 01:07,0.0,2.0,2.0,2.0,181.36966418341453
INC10000010,R,10/5/2016 20:36,True,0,0,0,True,Caller 2712,Opened by  62,10/5/2016 20:36,?,?,Updated by 908,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,15/5/2016 21:07,120.52,2.0,2.0,2.0,181.36966418341453
INC10000010,C,15/5/2016 21:07,False,0,0,1,True,Caller 2712,Opened by  62,10/5/2016 20:36,?,?,Updated by 908,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,15/5/2016 21:07,0.0,2.0,2.0,2.0,181.36966418341453
INC10000011,N,8/5/2016 21:45,True,1,0,0,True,Caller 845,Opened by  58,8/5/2016 21:45,?,?,Updated by 908,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,0.12,2.0,2.0,2.0,421.0332354952997
INC10000011,N,8/5/2016 21:52,True,1,0,1,True,Caller 845,Opened by  58,8/5/2016 21:45,?,?,Updated by 131,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,0.0,2.0,2.0,2.0,421.0332354952997
INC10000011,N,8/5/2016 21:52,True,1,0,2,True,Caller 845,Opened by  58,8/5/2016 21:45,?,?,Updated by 131,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,0.0,2.0,2.0,2.0,421.0332354952997
INC10000011,W,8/5/2016 21:52,True,1,0,3,True,Caller 845,Opened by  58,8/5/2016 21:45,?,?,Updated by 131,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,16.85,2.0,2.0,2.0,421.0332354952997
INC10000011,W,9/5/2016 14:43,True,1,0,4,True,Caller 845,Opened by  58,8/5/2016 21:45,?,?,Updated by 60,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,0.02,2.0,2.0,2.0,421.0332354952997
INC10000011,R,9/5/2016 14:44,True,1,0,5,True,Caller 845,Opened by  58,8/5/2016 21:45,?,?,Updated by 60,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,120.38,2.0,2.0,2.0,421.0332354952997
INC10000011,C,14/5/2016 15:07,False,1,0,6,True,Caller 845,Opened by  58,8/5/2016 21:45,?,?,Updated by 908,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,0.0,2.0,2.0,2.0,421.0332354952997
INC10000012,A,3/3/2016 12:27,True,0,0,0,True,Caller 1717,Opened by  157,3/3/2016 12:24,Created by 70,3/3/2016 12:27,Updated by 308,Phone,Location 111,Category 37,Subcategory 135,?,?,3 - Low,2 - Medium,4 - Low,Group 46,Resolver 83,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,3/3/2016 12:28,8/3/2016 13:00,0.02,2.0,2.0,2.0,421.0332354952997
INC10000012,R,3/3/2016 12:28,True,0,0,1,True,Caller 1717,Opened by  157,3/3/2016 12:24,Created by 70,3/3/2016 12:27,Updated by 308,Phone,Location 111,Category 37,Subcategory 135,?,?,3 - Low,2 - Medium,4 - Low,Group 46,Resolver 83,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,3/3/2016 12:28,8/3/2016 13:00,120.53,2.0,2.0,2.0,421.0332354952997
INC10000012,C,8/3/2016 13:00,False,0,0,2,True,Caller 1717,Opened by  157,3/3/2016 12:24,Created by 70,3/3/2016 12:27,Updated by 908,Phone,Location 111,Category 37,Subcategory 135,?,?,3 - Low,2 - Medium,4 - Low,Group 46,Resolver 83,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,3/3/2016 12:28,8/3/2016 13:00,0.0,2.0,2.0,2.0,421.0332354952997
