incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,preproc_priority,preproc_impact,preproc_urgency,duration_process
INC0000135,C,5/3/2016 17:00,False,0.0,0.0,7.0,True,Caller 5331,Opened by  40,29/2/2016 09:45,Created by 62,29/2/2016 07:46,Updated by 908,Phone,Location 204,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 216,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,29/2/2016 16:17,5/3/2016 17:00,2.0,2.0,2.0,127.53999999999999
INC0000140,C,8/3/2016 12:00,False,1.0,0.0,7.0,True,Caller 3868,Opened by  180,29/2/2016 09:51,Created by 81,29/2/2016 09:54,Updated by 908,Phone,Location 79,Category 9,Subcategory 164,Symptom 509,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 113,3/3/2016 11:59,8/3/2016 12:00,2.0,2.0,2.0,194.10000000000002
INC0000147,C,19/3/2016 10:00,False,1.0,0.0,9.0,False,Caller 926,Opened by  40,29/2/2016 10:00,Created by 20,29/2/2016 10:08,Updated by 908,Phone,Location 179,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,Problem ID  2,?,?,?,code 5,Resolved by 113,14/3/2016 09:49,19/3/2016 10:00,2.0,2.0,2.0,455.86
INC0000149,C,7/3/2016 16:00,False,0.0,0.0,3.0,True,Caller 4331,Opened by  62,29/2/2016 10:01,Created by 33,29/2/2016 10:06,Updated by 908,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 15:01,7/3/2016 16:00,2.0,2.0,2.0,173.89
INC0000160,C,5/3/2016 11:00,False,0.0,0.0,1.0,True,Caller 4758,Opened by  40,29/2/2016 10:18,?,?,Updated by 908,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 175,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 21,?,5/3/2016 11:00,2.0,2.0,2.0,120.7
INC0000161,C,24/3/2016 18:40,False,2.0,0.0,11.0,False,Caller 3007,Opened by  180,29/2/2016 10:18,Created by 81,29/2/2016 10:30,Updated by 908,Phone,Location 55,Category 37,Subcategory 135,Symptom 529,?,3 - Low,3 - Low,4 - Low,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,8/3/2016 09:22,24/3/2016 18:40,1.0,1.0,1.0,584.1700000000001
INC0000167,C,5/3/2016 12:00,False,0.0,0.0,3.0,True,Caller 649,Opened by  24,29/2/2016 10:27,?,?,Updated by 908,Phone,Location 108,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/2/2016 11:02,5/3/2016 12:00,2.0,2.0,2.0,121.55
INC0000168,C,6/3/2016 10:00,False,0.0,0.0,2.0,True,Caller 4568,Opened by  131,29/2/2016 10:27,Created by 62,29/2/2016 10:39,Updated by 908,Phone,Location 161,Category 9,Subcategory 164,Symptom 7,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 81,1/3/2016 09:05,6/3/2016 10:00,2.0,2.0,1.0,143.35
INC0000178,C,5/3/2016 12:00,False,0.0,0.0,3.0,True,Caller 1245,Opened by  180,29/2/2016 10:45,?,?,Updated by 908,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/2/2016 11:55,5/3/2016 12:00,2.0,2.0,1.0,121.25
INC0000199,C,5/3/2016 12:00,False,0.0,0.0,1.0,True,Caller 4145,Opened by  301,29/2/2016 11:06,?,?,Updated by 908,Phone,Location 204,Category 42,Subcategory 106,Symptom 242,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 133,?,5/3/2016 12:00,1.0,1.0,1.0,120.9
INC0000220,C,17/3/2016 16:27,False,1.0,0.0,8.0,False,Caller 3342,Opened by  40,29/2/2016 11:56,Created by 20,29/2/2016 11:59,Updated by 241,Phone,Location 40,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,9/3/2016 17:24,17/3/2016 16:27,2.0,2.0,3.0,412.46000000000004
INC0000230,C,24/3/2016 18:40,False,1.0,0.0,10.0,False,Caller 917,Opened by  55,29/2/2016 12:14,Created by 30,29/2/2016 12:33,Updated by 908,Phone,Location 161,Category 55,Subcategory 270,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 143,7/3/2016 15:12,24/3/2016 18:40,2.0,2.0,2.0,582.12
INC0000232,C,24/3/2016 18:50,False,1.0,0.0,13.0,False,Caller 3032,Opened by  501,29/2/2016 12:20,?,?,Updated by 908,Phone,Location 143,Category 45,Subcategory 200,Symptom 470,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 150,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 134,12/3/2016 21:23,24/3/2016 18:50,1.0,1.0,1.0,582.5
INC0000250,C,24/3/2016 18:50,False,4.0,0.0,17.0,False,Caller 1679,Opened by  301,29/2/2016 12:43,?,?,Updated by 908,Phone,Location 161,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 134,12/3/2016 21:30,24/3/2016 18:50,2.0,2.0,2.0,582.1199999999999
INC0000257,C,5/3/2016 23:00,False,0.0,0.0,3.0,True,Caller 5072,Opened by  501,29/2/2016 12:48,Created by 216,29/2/2016 13:42,Updated by 908,Phone,Location 115,Category 37,Subcategory 144,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,29/2/2016 22:28,5/3/2016 23:00,2.0,2.0,2.0,129.3
INC0000259,C,7/3/2016 11:00,False,1.0,0.0,9.0,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 908,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,2.0,2.0,2.0,165.75
INC0000260,C,8/3/2016 16:00,False,0.0,0.0,3.0,True,Caller 2690,Opened by  257,29/2/2016 12:52,?,?,Updated by 908,Phone,Location 51,Category 17,Subcategory 90,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 69,?,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 56,3/3/2016 15:09,8/3/2016 16:00,2.0,2.0,2.0,195.13
INC0000262,C,7/3/2016 10:00,False,1.0,0.0,7.0,True,Caller 4180,Opened by  40,29/2/2016 12:59,Created by 20,29/2/2016 13:13,Updated by 908,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,2/3/2016 09:21,7/3/2016 10:00,2.0,2.0,2.0,164.79000000000002
INC0000269,C,5/3/2016 14:00,False,0.0,0.0,1.0,True,Caller 5374,Opened by  301,29/2/2016 13:30,?,?,Updated by 908,Phone,Location 108,Category 26,Subcategory 175,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,?,5/3/2016 14:00,2.0,2.0,2.0,120.5
INC0000272,C,24/3/2016 18:40,False,4.0,0.0,12.0,False,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 908,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,1.0,1.0,3.0,580.9
INC0000273,C,9/3/2016 15:00,False,1.0,0.0,5.0,False,Caller 4756,Opened by  40,29/2/2016 13:36,Created by 20,29/2/2016 13:49,Updated by 908,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,4/3/2016 14:38,9/3/2016 15:00,2.0,2.0,1.0,217.19
INC0000279,C,7/3/2016 02:00,False,0.0,0.0,3.0,True,Caller 5620,Opened by  55,29/2/2016 13:50,?,?,Updated by 908,Phone,Location 108,Category 20,Subcategory 103,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 2,Resolved by 174,2/3/2016 01:03,7/3/2016 02:00,2.0,2.0,2.0,156.17000000000002
INC0000282,C,8/3/2016 13:00,False,0.0,0.0,3.0,True,Caller 1403,Opened by  40,29/2/2016 13:52,?,?,Updated by 908,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/3/2016 12:34,8/3/2016 13:00,2.0,2.0,2.0,191.13
INC0000285,C,7/3/2016 01:00,False,0.0,0.0,5.0,True,Caller 4858,Opened by  55,29/2/2016 13:56,?,?,Updated by 908,Phone,Location 136,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,2/3/2016 00:55,7/3/2016 01:00,2.0,2.0,2.0,155.06
INC0000306,C,7/3/2016 17:00,False,0.0,0.0,3.0,True,Caller 4167,Opened by  62,29/2/2016 14:28,Created by 33,29/2/2016 14:43,Updated by 908,Phone,Location 143,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 208,2/3/2016 16:48,7/3/2016 17:00,2.0,2.0,2.0,170.29000000000002
INC0000307,C,24/12/2016 15:00,False,0.0,0.0,102.0,False,Caller 3038,Opened by  433,29/2/2016 14:30,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 18,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 16,19/12/2016 14:55,24/12/2016 15:00,1.0,1.0,1.0,7176.5
INC0000315,C,24/3/2016 18:40,False,1.0,0.0,6.0,False,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 908,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,2.0,2.0,2.0,580.05
INC0000333,C,4/5/2016 10:07,False,0.0,0.0,22.0,False,Caller 369,Opened by  433,29/2/2016 14:56,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 223,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 158,29/4/2016 09:41,4/5/2016 10:07,1.0,1.0,1.0,1555.18
INC0000337,C,4/6/2016 13:07,False,0.0,0.0,33.0,False,Caller 1895,Opened by  433,29/2/2016 15:07,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 158,30/5/2016 12:23,4/6/2016 13:07,2.0,2.0,2.0,2302.0
INC0000338,C,10/4/2016 14:59,False,0.0,0.0,16.0,False,Caller 4162,Opened by  433,29/2/2016 15:10,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 158,5/4/2016 14:18,10/4/2016 14:59,1.0,1.0,1.0,983.81
INC0000345,C,6/3/2016 17:00,False,2.0,0.0,8.0,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 908,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,2.0,2.0,2.0,145.67
INC0000370,C,6/3/2016 09:00,False,0.0,0.0,5.0,False,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 908,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,True,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00,4.0,3.0,3.0,137.03
INC0000373,C,24/3/2016 18:50,False,0.0,0.0,8.0,False,Caller 4246,Opened by  325,29/2/2016 15:55,Created by 140,29/2/2016 16:07,Updated by 908,Phone,Location 232,Category 8,Subcategory 156,Symptom 107,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,True,False,Do Not Notify,?,CHG0000084,?,?,code 7,Resolved by 143,10/3/2016 17:51,24/3/2016 18:50,1.0,1.0,1.0,578.72
INC0000375,C,24/5/2016 16:07,False,0.0,0.0,33.0,False,Caller 4980,Opened by  381,29/2/2016 16:09,Created by 158,29/2/2016 16:14,Updated by 908,Phone,Location 204,Category 45,Subcategory 88,Symptom 312,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,True,True,Do Not Notify,?,CHG0001271,?,?,code 6,Resolved by 165,19/5/2016 15:24,24/5/2016 16:07,1.0,2.0,1.0,2039.89
INC0000395,C,7/3/2016 18:00,False,2.0,0.0,11.0,True,Caller 5126,Opened by  59,29/2/2016 17:06,Created by 34,29/2/2016 17:10,Updated by 908,Phone,Location 93,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,2/3/2016 17:01,7/3/2016 18:00,2.0,2.0,3.0,168.84
INC0000418,C,24/3/2016 18:59,False,0.0,0.0,13.0,False,Caller 1279,Opened by  221,29/2/2016 18:35,Created by 98,29/2/2016 18:44,Updated by 908,Phone,Location 204,Category 55,Subcategory 185,Symptom 530,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 206,17/3/2016 16:17,24/3/2016 18:59,2.0,2.0,1.0,576.25
INC0000419,C,28/3/2016 14:59,False,0.0,0.0,10.0,False,Caller 4197,Opened by  239,29/2/2016 18:36,Created by 107,29/2/2016 18:44,Updated by 908,Phone,Location 204,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,23/3/2016 14:37,28/3/2016 14:59,2.0,2.0,2.0,668.25
INC0000434,C,5/3/2016 22:00,False,0.0,0.0,3.0,True,Caller 2201,Opened by  305,29/2/2016 21:00,Created by 130,29/2/2016 21:10,Updated by 908,Phone,Location 161,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 114,29/2/2016 21:55,5/3/2016 22:00,2.0,2.0,1.0,120.83
INC0000440,C,6/3/2016 22:00,False,3.0,0.0,5.0,True,Caller 2201,Opened by  305,29/2/2016 21:54,Created by 130,29/2/2016 21:57,Updated by 908,Phone,Location 161,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 149,1/3/2016 21:04,6/3/2016 22:00,2.0,2.0,2.0,144.04000000000002
INC0000491,C,6/3/2016 06:00,False,0.0,0.0,3.0,True,Caller 5613,Opened by  443,1/3/2016 05:04,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 29,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 3,Resolved by 189,1/3/2016 05:50,6/3/2016 06:00,2.0,2.0,2.0,120.94
INC0000509,C,8/3/2016 18:00,False,1.0,0.0,6.0,True,Caller 298,Opened by  501,1/3/2016 08:21,Created by 216,1/3/2016 08:57,Updated by 908,Phone,Location 143,Category 53,Subcategory 153,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 215,3/3/2016 17:28,8/3/2016 18:00,2.0,2.0,2.0,177.05
INC0000513,C,8/3/2016 16:00,False,0.0,0.0,4.0,True,Caller 2313,Opened by  180,1/3/2016 08:30,?,?,Updated by 908,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,3/3/2016 15:58,8/3/2016 16:00,2.0,2.0,2.0,175.49
INC0000526,C,7/3/2016 09:00,False,0.0,0.0,3.0,True,Caller 4414,Opened by  433,1/3/2016 08:52,?,?,Updated by 908,Phone,Location 51,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 165,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,2/3/2016 08:00,7/3/2016 09:00,2.0,2.0,2.0,144.13
INC0000530,C,6/3/2016 10:00,False,0.0,0.0,2.0,True,Caller 4729,Opened by  180,1/3/2016 08:55,?,?,Updated by 908,Phone,Location 249,Category 45,Subcategory 223,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,1/3/2016 09:00,6/3/2016 10:00,2.0,2.0,1.0,121.08
INC0000537,C,6/3/2016 10:00,False,0.0,0.0,2.0,True,Caller 4591,Opened by  40,1/3/2016 09:06,?,?,Updated by 908,Phone,Location 108,Category 45,Subcategory 223,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,1/3/2016 09:38,6/3/2016 10:00,2.0,2.0,2.0,120.9
INC0000538,C,7/3/2016 14:00,False,0.0,0.0,3.0,False,Caller 225,Opened by  180,1/3/2016 09:08,Created by 81,1/3/2016 09:12,Updated by 908,Phone,Location 204,Category 20,Subcategory 103,Symptom 470,?,1 - High,2 - Medium,2 - High,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,2/3/2016 13:14,7/3/2016 14:00,3.0,3.0,2.0,148.8
INC0000539,C,8/3/2016 13:00,False,1.0,0.0,6.0,True,Caller 1143,Opened by  131,1/3/2016 09:10,Created by 62,1/3/2016 09:15,Updated by 908,Phone,Location 204,Category 37,Subcategory 189,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,3/3/2016 12:59,8/3/2016 13:00,2.0,2.0,3.0,171.76
INC0000550,C,8/3/2016 16:00,False,2.0,0.0,11.0,True,Caller 1009,Opened by  131,1/3/2016 09:23,?,?,Updated by 908,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,?,2 - Medium,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 175,3/3/2016 15:51,8/3/2016 16:00,1.0,2.0,1.0,174.63
INC0000552,C,8/3/2016 15:00,False,2.0,0.0,10.0,True,Caller 1760,Opened by  131,1/3/2016 09:28,Created by 62,1/3/2016 09:32,Updated by 908,Phone,Location 143,Category 53,Subcategory 303,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 132,3/3/2016 14:20,8/3/2016 15:00,2.0,2.0,2.0,173.47
INC0000553,C,24/3/2016 18:50,False,3.0,0.0,8.0,False,Caller 1522,Opened by  40,1/3/2016 09:29,Created by 20,1/3/2016 09:36,Updated by 908,Phone,Location 128,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 99,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11/3/2016 12:12,24/3/2016 18:50,2.0,2.0,2.0,561.23
INC0000559,C,9/3/2016 10:00,False,2.0,0.0,10.0,True,Caller 2964,Opened by  40,1/3/2016 09:36,Created by 20,1/3/2016 09:41,Updated by 908,Phone,Location 93,Category 24,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,4/3/2016 09:18,9/3/2016 10:00,2.0,2.0,2.0,192.31
INC0000569,C,27/3/2016 08:59,False,1.0,0.0,12.0,False,Caller 1185,Opened by  24,1/3/2016 09:45,Created by 13,1/3/2016 09:49,Updated by 908,Phone,Location 93,Category 45,Subcategory 150,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 125,22/3/2016 08:34,27/3/2016 08:59,2.0,2.0,2.0,623.16
INC0000590,C,8/3/2016 11:00,False,2.0,0.0,9.0,True,Caller 4271,Opened by  131,1/3/2016 10:11,Created by 62,1/3/2016 10:15,Updated by 908,Phone,Location 91,Category 53,Subcategory 303,Symptom 126,?,3 - Low,3 - Low,4 - Low,Group 24,Resolver 132,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 118,3/3/2016 10:40,8/3/2016 11:00,1.0,1.0,3.0,168.75
INC0000591,C,29/3/2016 12:59,False,8.0,0.0,20.0,False,Caller 2965,Opened by  24,1/3/2016 10:12,?,?,Updated by 908,Phone,Location 204,Category 34,Subcategory 154,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,True,Do Not Notify,?,?,?,?,code 1,Resolved by 133,24/3/2016 12:11,29/3/2016 12:59,2.0,2.0,2.0,674.78
