incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,preproc_priority,preproc_impact,preproc_urgency,duration_process
INC0000130,C,8/3/2016 11:00,False,1.0,0.0,5.0,True,Caller 314,Opened by  62,29/2/2016 09:41,Created by 81,29/2/2016 07:17,Updated by 908,Phone,Location 204,Category 61,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 180,3/3/2016 10:16,8/3/2016 11:00,2.0,2.0,2.0,195.54000000000002
INC0000131,C,8/3/2016 10:00,False,0.0,0.0,3.0,True,Caller 3763,Opened by  433,29/2/2016 09:41,Created by 62,29/2/2016 07:14,Updated by 908,Phone,Location 15,Category 45,Subcategory 220,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,True,False,Do Not Notify,?,?,?,?,code 2,Resolved by 184,3/3/2016 09:27,8/3/2016 10:00,2.0,2.0,2.0,194.76999999999998
INC0000134,C,8/3/2016 09:00,False,1.0,0.0,4.0,True,Caller 2471,Opened by  501,29/2/2016 09:44,Created by 62,29/2/2016 07:46,Updated by 908,Phone,Location 204,Category 62,Subcategory 192,Symptom 580,?,3 - Low,3 - Low,4 - Low,Group 73,Resolver 198,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 180,3/3/2016 08:21,8/3/2016 09:00,1.0,1.0,1.0,193.08
INC0000140,C,8/3/2016 12:00,False,1.0,0.0,7.0,True,Caller 3868,Opened by  180,29/2/2016 09:51,Created by 81,29/2/2016 09:54,Updated by 908,Phone,Location 79,Category 9,Subcategory 164,Symptom 509,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 113,3/3/2016 11:59,8/3/2016 12:00,2.0,2.0,2.0,194.10000000000002
INC0000148,C,7/3/2016 16:00,False,0.0,0.0,3.0,True,Caller 4279,Opened by  501,29/2/2016 10:00,Created by 216,29/2/2016 10:04,Updated by 908,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,Problem ID  2,?,?,?,code 1,Resolved by 208,2/3/2016 15:00,7/3/2016 16:00,2.0,2.0,2.0,173.93
INC0000160,C,5/3/2016 11:00,False,0.0,0.0,1.0,True,Caller 4758,Opened by  40,29/2/2016 10:18,?,?,Updated by 908,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 175,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 21,?,5/3/2016 11:00,2.0,2.0,2.0,120.7
INC0000166,C,5/3/2016 17:00,False,0.0,0.0,3.0,True,Caller 4098,Opened by  501,29/2/2016 10:24,Created by 216,29/2/2016 10:28,Updated by 908,Phone,Location 108,Category 9,Subcategory 164,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 153,29/2/2016 16:24,5/3/2016 17:00,2.0,1.0,2.0,126.53
INC0000168,C,6/3/2016 10:00,False,0.0,0.0,2.0,True,Caller 4568,Opened by  131,29/2/2016 10:27,Created by 62,29/2/2016 10:39,Updated by 908,Phone,Location 161,Category 9,Subcategory 164,Symptom 7,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 81,1/3/2016 09:05,6/3/2016 10:00,2.0,2.0,2.0,143.35
INC0000171,C,24/3/2016 18:59,False,4.0,0.0,16.0,False,Caller 3007,Opened by  180,29/2/2016 10:33,?,?,Updated by 908,Phone,Location 55,Category 24,Subcategory 164,Symptom 473,?,1 - High,2 - Medium,2 - High,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,18/3/2016 13:44,24/3/2016 18:59,3.0,3.0,2.0,584.4399999999999
INC0000174,C,2/3/2016 13:02,False,1.0,0.0,9.0,True,Caller 4414,Opened by  131,29/2/2016 10:39,Created by 62,29/2/2016 10:52,Updated by 804,Phone,Location 51,Category 32,Subcategory 9,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 184,2/3/2016 13:01,2/3/2016 13:02,2.0,2.0,2.0,50.17000000000001
INC0000178,C,5/3/2016 12:00,False,0.0,0.0,3.0,True,Caller 1245,Opened by  180,29/2/2016 10:45,?,?,Updated by 908,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/2/2016 11:55,5/3/2016 12:00,2.0,2.0,2.0,121.25
INC0000197,C,5/4/2016 11:59,False,7.0,0.0,34.0,False,Caller 203,Opened by  131,29/2/2016 11:02,Created by 62,29/2/2016 11:17,Updated by 908,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,True,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31/3/2016 11:13,5/4/2016 11:59,2.0,3.0,2.0,864.7100000000002
INC0000207,C,5/3/2016 21:00,False,0.0,0.0,4.0,True,Caller 3772,Opened by  131,29/2/2016 11:19,?,?,Updated by 908,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,29/2/2016 20:15,5/3/2016 21:00,2.0,3.0,2.0,129.69
INC0000262,C,7/3/2016 10:00,False,1.0,0.0,7.0,True,Caller 4180,Opened by  40,29/2/2016 12:59,Created by 20,29/2/2016 13:13,Updated by 908,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,2/3/2016 09:21,7/3/2016 10:00,2.0,1.0,2.0,164.79000000000002
INC0000268,C,24/3/2016 18:40,False,1.0,0.0,17.0,False,Caller 2729,Opened by  301,29/2/2016 13:24,Created by 129,29/2/2016 13:29,Updated by 908,Phone,Location 59,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 153,9/3/2016 08:46,24/3/2016 18:40,2.0,2.0,2.0,581.18
INC0000272,C,24/3/2016 18:40,False,4.0,0.0,12.0,False,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 908,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,1.0,1.0,2.0,580.9
INC0000273,C,9/3/2016 15:00,False,1.0,0.0,5.0,False,Caller 4756,Opened by  40,29/2/2016 13:36,Created by 20,29/2/2016 13:49,Updated by 908,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,4/3/2016 14:38,9/3/2016 15:00,2.0,2.0,2.0,217.19
INC0000290,C,5/3/2016 15:00,False,0.0,0.0,1.0,True,Caller 760,Opened by  301,29/2/2016 13:59,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 223,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 133,?,5/3/2016 15:00,2.0,1.0,2.0,121.02
INC0000303,C,24/3/2016 18:50,False,0.0,0.0,10.0,False,Caller 3479,Opened by  325,29/2/2016 14:23,Created by 140,29/2/2016 14:51,Updated by 908,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,True,False,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10/3/2016 17:47,24/3/2016 18:50,1.0,1.0,1.0,579.97
INC0000315,C,24/3/2016 18:40,False,1.0,0.0,6.0,False,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 908,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,2.0,2.0,2.0,580.05
INC0000319,C,7/3/2016 16:00,False,1.0,0.0,4.0,True,Caller 2443,Opened by  62,29/2/2016 14:44,Created by 33,29/2/2016 14:50,Updated by 908,Phone,Location 204,Category 37,Subcategory 135,Symptom 509,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,2/3/2016 15:12,7/3/2016 16:00,2.0,2.0,2.0,169.17000000000002
INC0000324,C,21/6/2016 10:00,False,0.0,0.0,45.0,False,Caller 787,Opened by  381,29/2/2016 14:47,Created by 158,29/2/2016 15:06,Updated by 908,Phone,Location 93,Category 45,Subcategory 88,Symptom 327,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 165,16/6/2016 09:34,21/6/2016 10:00,1.0,1.0,1.0,2706.8999999999996
INC0000332,C,24/3/2016 18:40,False,5.0,0.0,20.0,False,Caller 800,Opened by  55,29/2/2016 14:53,?,?,Updated by 908,Phone,Location 212,Category 26,Subcategory 175,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 32,9/3/2016 10:50,24/3/2016 18:40,2.0,1.0,2.0,579.79
INC0000336,C,24/3/2016 18:50,False,0.0,0.0,7.0,False,Caller 387,Opened by  433,29/2/2016 15:03,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 158,10/3/2016 17:27,24/3/2016 18:50,1.0,1.0,1.0,579.78
INC0000353,C,5/3/2016 16:00,False,0.0,0.0,1.0,True,Caller 3056,Opened by  386,29/2/2016 15:27,?,?,Updated by 908,Phone,Location 51,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 2,Resolved by 169,?,5/3/2016 16:00,2.0,3.0,2.0,120.55
INC0000355,C,8/3/2016 12:00,False,0.0,0.0,4.0,True,Caller 599,Opened by  221,29/2/2016 15:30,Created by 98,29/2/2016 15:32,Updated by 908,Phone,Location 51,Category 61,Subcategory 16,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 167,3/3/2016 11:54,8/3/2016 12:00,2.0,2.0,2.0,188.45999999999998
INC0000359,C,17/7/2016 10:00,False,0.0,0.0,51.0,False,Caller 396,Opened by  381,29/2/2016 15:37,Created by 158,29/2/2016 15:40,Updated by 908,Phone,Location 204,?,?,?,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,True,True,Do Not Notify,Problem ID  141,CHG0001863,?,?,code 6,Resolved by 165,12/7/2016 09:42,17/7/2016 10:00,1.0,2.0,1.0,3330.3300000000004
INC0000370,C,6/3/2016 09:00,False,0.0,0.0,5.0,False,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 908,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,True,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00,4.0,3.0,3.0,137.03
INC0000373,C,24/3/2016 18:50,False,0.0,0.0,8.0,False,Caller 4246,Opened by  325,29/2/2016 15:55,Created by 140,29/2/2016 16:07,Updated by 908,Phone,Location 232,Category 8,Subcategory 156,Symptom 107,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,True,False,Do Not Notify,?,CHG0000084,?,?,code 7,Resolved by 143,10/3/2016 17:51,24/3/2016 18:50,1.0,1.0,1.0,578.72
INC0000374,C,5/3/2016 17:00,False,0.0,0.0,3.0,True,Caller 5104,Opened by  386,29/2/2016 15:59,?,?,Updated by 908,Phone,Location 51,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,29/2/2016 16:22,5/3/2016 17:00,2.0,2.0,2.0,121.00999999999999
INC0000396,C,24/3/2016 18:50,False,5.0,0.0,14.0,False,Caller 1989,Opened by  191,29/2/2016 17:11,?,?,Updated by 908,Phone,Location 197,Category 40,Subcategory 44,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,12/3/2016 14:27,24/3/2016 18:50,2.0,2.0,2.0,577.64
INC0000398,C,6/3/2016 10:00,False,0.0,0.0,2.0,True,Caller 5355,Opened by  221,29/2/2016 17:14,Created by 98,29/2/2016 17:29,Updated by 908,Phone,Location 51,Category 45,Subcategory 200,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,1/3/2016 09:39,6/3/2016 10:00,2.0,2.0,2.0,136.51999999999998
INC0000399,C,5/3/2016 18:00,False,0.0,0.0,1.0,True,Caller 1297,Opened by  386,29/2/2016 17:27,?,?,Updated by 908,Phone,Location 161,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,?,5/3/2016 18:00,2.0,3.0,2.0,120.55
INC0000400,C,24/3/2016 18:59,False,1.0,0.0,14.0,False,Caller 2001,Opened by  221,29/2/2016 17:32,?,?,Updated by 908,Phone,Location 204,Category 45,Subcategory 150,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 134,14/3/2016 19:03,24/3/2016 18:59,2.0,2.0,2.0,577.46
INC0000401,C,6/3/2016 17:00,False,0.0,0.0,6.0,True,Caller 611,Opened by  55,29/2/2016 17:38,Created by 30,29/2/2016 17:55,Updated by 908,Phone,Location 93,Category 24,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,1/3/2016 16:56,6/3/2016 17:00,2.0,2.0,2.0,143.07999999999998
INC0000405,C,8/3/2016 10:00,False,0.0,0.0,3.0,True,Caller 252,Opened by  386,29/2/2016 17:53,Created by 167,29/2/2016 17:58,Updated by 908,Phone,Location 51,Category 34,Subcategory 162,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 183,3/3/2016 09:24,8/3/2016 10:00,2.0,2.0,2.0,184.03
INC0000473,C,27/3/2016 15:59,False,0.0,0.0,9.0,False,Caller 3136,Opened by  443,1/3/2016 01:49,Created by 192,1/3/2016 02:03,Updated by 908,Phone,Location 143,Category 37,Subcategory 123,Symptom 509,?,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,True,True,Do Not Notify,?,?,?,?,code 8,Resolved by 67,22/3/2016 15:14,27/3/2016 15:59,2.0,1.0,2.0,637.9300000000001
INC0000494,C,8/3/2016 11:00,False,1.0,0.0,7.0,True,Caller 876,Opened by  131,1/3/2016 07:09,?,?,Updated by 908,Phone,Location 161,Category 55,Subcategory 170,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 2,3/3/2016 10:13,8/3/2016 11:00,2.0,1.0,2.0,171.85000000000002
INC0000497,C,9/3/2016 18:00,False,1.0,0.0,9.0,True,Caller 1278,Opened by  180,1/3/2016 07:42,Created by 81,1/3/2016 07:50,Updated by 908,Phone,Location 54,Category 23,Subcategory 75,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 229,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 208,4/3/2016 17:50,9/3/2016 18:00,2.0,2.0,2.0,202.16000000000003
INC0000510,C,8/3/2016 18:00,False,1.0,0.0,6.0,True,Caller 2537,Opened by  24,1/3/2016 08:27,Created by 13,1/3/2016 08:32,Updated by 908,Phone,Location 128,Category 43,Subcategory 105,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,3/3/2016 17:00,8/3/2016 18:00,2.0,2.0,2.0,177.47
INC0000511,C,27/3/2016 15:59,False,1.0,0.0,10.0,False,Caller 4532,Opened by  131,1/3/2016 08:28,Created by 62,1/3/2016 08:34,Updated by 908,Phone,Location 143,Category 37,Subcategory 123,Symptom 529,?,3 - Low,3 - Low,4 - Low,Group 48,Resolver 74,True,True,Do Not Notify,?,?,?,?,code 8,Resolved by 67,22/3/2016 15:15,27/3/2016 15:59,1.0,2.0,1.0,631.41
INC0000513,C,8/3/2016 16:00,False,0.0,0.0,4.0,True,Caller 2313,Opened by  180,1/3/2016 08:30,?,?,Updated by 908,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,3/3/2016 15:58,8/3/2016 16:00,2.0,2.0,2.0,175.49
INC0000517,C,24/4/2016 11:10,False,3.0,0.0,23.0,False,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 908,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,3 - Low,1 - High,3 - Moderate,Group 72,Resolver 141,True,True,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10,2.0,1.0,3.0,1298.58
INC0000525,C,9/3/2016 16:00,False,3.0,0.0,9.0,True,Caller 2361,Opened by  131,1/3/2016 08:48,Created by 62,1/3/2016 08:53,Updated by 908,Phone,Location 108,Category 19,Subcategory 4,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 60,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 135,4/3/2016 15:19,9/3/2016 16:00,2.0,2.0,2.0,199.11
INC0000547,C,24/3/2016 18:40,False,1.0,0.0,8.0,False,Caller 2484,Opened by  180,1/3/2016 09:18,Created by 81,1/3/2016 09:19,Updated by 908,Phone,Location 204,Category 53,Subcategory 78,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,8/3/2016 13:31,24/3/2016 18:40,2.0,2.0,2.0,561.3499999999999
INC0000548,C,9/3/2016 12:00,False,0.0,0.0,5.0,False,Caller 2410,Opened by  512,1/3/2016 09:19,Created by 221,1/3/2016 09:20,Updated by 908,Phone,Location 204,Category 42,Subcategory 224,Symptom 224,?,1 - High,1 - High,1 - Critical,Group 31,Resolver 207,True,True,Do Not Notify,Problem ID  12,?,?,?,code 7,Resolved by 188,4/3/2016 11:02,9/3/2016 12:00,4.0,3.0,3.0,194.67000000000002
INC0000557,C,6/3/2016 16:00,False,0.0,0.0,3.0,True,Caller 3626,Opened by  180,1/3/2016 09:36,Created by 81,1/3/2016 09:37,Updated by 908,Phone,Location 93,Category 53,Subcategory 168,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 62,1/3/2016 15:25,6/3/2016 16:00,2.0,2.0,2.0,126.38
INC0000559,C,9/3/2016 10:00,False,2.0,0.0,10.0,True,Caller 2964,Opened by  40,1/3/2016 09:36,Created by 20,1/3/2016 09:41,Updated by 908,Phone,Location 93,Category 24,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,4/3/2016 09:18,9/3/2016 10:00,2.0,2.0,2.0,192.31
INC0000566,C,23/5/2016 11:07,False,1.0,0.0,6.0,False,Caller 807,Opened by  461,1/3/2016 09:43,Created by 205,1/3/2016 09:51,Updated by 908,Phone,Location 93,Category 45,Subcategory 94,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 14,Resolver 251,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 229,11/3/2016 09:47,23/5/2016 11:07,2.0,2.0,2.0,1993.26
INC0000577,C,24/3/2016 18:59,False,5.0,0.0,14.0,False,Caller 1007,Opened by  501,1/3/2016 09:56,Created by 216,1/3/2016 09:57,Updated by 908,Phone,Location 143,Category 9,Subcategory 164,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,17/3/2016 10:32,24/3/2016 18:59,2.0,2.0,2.0,561.04
INC0000587,C,6/3/2016 11:00,False,0.0,0.0,1.0,True,Caller 2488,Opened by  301,1/3/2016 10:10,?,?,Updated by 908,Phone,Location 108,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 133,?,6/3/2016 11:00,2.0,1.0,2.0,120.83
INC0000588,C,6/3/2016 11:00,False,0.0,0.0,3.0,True,Caller 3348,Opened by  180,1/3/2016 10:10,?,?,Updated by 908,Phone,Location 161,Category 40,Subcategory 44,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,1/3/2016 10:39,6/3/2016 11:00,2.0,2.0,2.0,120.83999999999999
INC0000598,C,8/3/2016 19:00,False,0.0,0.0,5.0,True,Caller 4539,Opened by  40,1/3/2016 10:23,Created by 20,1/3/2016 10:26,Updated by 908,Phone,Location 36,Category 53,Subcategory 271,Symptom 594,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 208,3/3/2016 18:28,8/3/2016 19:00,2.0,2.0,2.0,176.57
