incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,preproc_priority,preproc_impact,preproc_urgency,duration_process,gt1,gt2,gt3,gt4
INC0000620,C,8/3/2016 17:00,False,1,0,4,True,Caller 1809,Opened by  501,1/3/2016 11:04,?,?,Updated by 908,Phone,Location 161,Category 26,Subcategory 164,Symptom 116,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 175,3/3/2016 16:30,8/3/2016 17:00,1,1,1,173.93,5.34,48.06,348,5.34
INC0000807,C,9/3/2016 19:00,False,1,0,7,True,Caller 1195,Opened by  55,1/3/2016 15:43,Created by 30,1/3/2016 16:05,Updated by 908,Phone,Location 96,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 171,4/3/2016 18:00,9/3/2016 19:00,2,2,2,194.92000000000002,32.04,64.08,390,10.68
INC0000827,C,7/3/2016 20:00,False,0,0,3,True,Caller 4350,Opened by  386,1/3/2016 16:03,?,?,Updated by 908,Phone,Location 93,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,2/3/2016 19:45,7/3/2016 20:00,2,2,2,147.95,10.68,48.06,148,5.34
INC0000984,C,9/3/2016 17:00,False,0,0,2,True,Caller 3082,Opened by  180,2/3/2016 08:05,?,?,Updated by 908,Phone,Location 161,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 175,4/3/2016 16:01,9/3/2016 17:00,2,2,2,176.91,5.34,48.06,177,5.34
INC0001006,C,21/8/2016 18:58,False,0,0,5,True,Caller 225,Opened by  24,2/3/2016 08:35,?,?,Updated by 16,Phone,Location 204,Category 53,Subcategory 168,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 103,3/3/2016 16:27,21/8/2016 18:58,2,2,2,4138.389999999999,5.34,26.7,4138,5.34
INC0001023,C,7/3/2016 17:00,False,0,0,6,True,Caller 2632,Opened by  24,2/3/2016 08:57,Created by 13,2/3/2016 08:58,Updated by 908,Phone,Location 161,Category 34,Subcategory 154,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 227,2/3/2016 16:10,7/3/2016 17:00,2,2,2,128.04,26.7,42.72,128,5.34
INC0001030,C,24/3/2016 18:40,False,3,0,16,False,Caller 3224,Opened by  40,2/3/2016 09:02,Created by 20,2/3/2016 09:20,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 11:48,24/3/2016 18:40,2,2,2,537.36,106.8,128.16,2149,21.36
INC0001031,C,7/3/2016 15:00,False,0,0,4,True,Caller 2071,Opened by  24,2/3/2016 09:02,Created by 13,2/3/2016 09:05,Updated by 908,Phone,Location 204,Category 26,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,2/3/2016 14:11,7/3/2016 15:00,2,2,2,125.91999999999999,10.68,48.06,126,5.34
INC0001047,C,8/3/2016 10:00,False,0,0,7,False,Caller 3868,Opened by  131,2/3/2016 09:23,Created by 62,2/3/2016 09:29,Updated by 908,Phone,Location 79,Category 53,Subcategory 20,Symptom 607,?,1 - High,2 - Medium,2 - High,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,3/3/2016 09:50,8/3/2016 10:00,3,3,2,144.52,16.02,40.05,145,8.01
INC0001066,C,9/3/2016 13:00,False,5,0,10,True,Caller 4371,Opened by  40,2/3/2016 09:41,Created by 20,2/3/2016 09:51,Updated by 908,Phone,Location 93,Category 53,Subcategory 274,Symptom 296,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,4/3/2016 12:14,9/3/2016 13:00,2,2,2,171.14999999999998,128.16,192.24,1027,32.04
INC0001102,C,27/3/2016 09:59,False,8,0,21,False,Caller 3525,Opened by  131,2/3/2016 10:08,Created by 62,2/3/2016 10:12,Updated by 908,Phone,Location 204,Category 42,Subcategory 31,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 13,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 212,22/3/2016 09:35,27/3/2016 09:59,2,2,2,599.79,96.12,336.42,5398,48.06
INC0001128,C,8/3/2016 14:00,False,2,0,6,True,Caller 4299,Opened by  180,2/3/2016 10:40,Created by 81,2/3/2016 10:44,Updated by 908,Phone,Location 204,Category 19,Subcategory 4,Symptom 121,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 113,3/3/2016 13:37,8/3/2016 14:00,2,2,2,147.26,64.08,96.12,442,16.02
INC0001147,C,9/3/2016 15:00,False,1,0,4,True,Caller 4270,Opened by  131,2/3/2016 11:02,Created by 62,2/3/2016 11:08,Updated by 908,Phone,Location 204,Category 53,Subcategory 303,Symptom 134,?,3 - Low,3 - Low,4 - Low,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 113,4/3/2016 14:57,9/3/2016 15:00,1,1,1,171.87,5.34,42.72,344,5.34
INC0001197,C,24/3/2016 18:59,False,8,0,20,False,Caller 3993,?,2/3/2016 11:31,Created by 18,2/3/2016 11:39,Updated by 908,Phone,Location 124,Category 53,Subcategory 168,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,17/3/2016 10:33,24/3/2016 18:59,2,2,2,535.3400000000001,48.06,384.48,4818,48.06
INC0001234,C,8/3/2016 13:00,False,0,0,13,False,Caller 2047,?,2/3/2016 11:51,Created by 89,2/3/2016 11:58,Updated by 908,Phone,Location 108,Category 55,Subcategory 101,?,?,2 - Medium,1 - High,2 - High,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 153,3/3/2016 12:19,8/3/2016 13:00,3,2,3,145.05,26.7,32.04,145,5.34
INC0001327,C,1/5/2016 14:07,False,0,0,21,False,Caller 3765,Opened by  267,2/3/2016 13:54,Created by 113,2/3/2016 13:55,Updated by 908,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 35,26/4/2016 13:19,1/5/2016 14:07,2,2,2,1440.1999999999998,21.36,48.06,1440,5.34
INC0001333,C,8/3/2016 17:00,False,0,0,2,True,Caller 5635,Opened by  247,2/3/2016 14:01,Created by 120,2/3/2016 14:03,Updated by 908,Phone,Location 91,Category 19,Subcategory 289,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 118,3/3/2016 16:10,8/3/2016 17:00,2,2,2,146.95,21.36,48.06,147,5.34
INC0001336,C,7/3/2016 18:00,False,1,0,7,True,Caller 1566,Opened by  221,2/3/2016 14:02,Created by 98,2/3/2016 14:06,Updated by 908,Phone,Location 143,Category 53,Subcategory 303,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,2/3/2016 17:18,7/3/2016 18:00,2,2,2,123.9,42.72,85.44,248,10.68
INC0001419,C,8/10/2016 11:00,False,2,0,75,False,Caller 4180,Opened by  325,2/3/2016 15:21,Created by 140,2/3/2016 15:31,Updated by 908,Phone,Location 143,Category 55,Subcategory 305,Symptom 199,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 216,True,True,Do Not Notify,?,?,?,?,code 4,Resolved by 197,3/10/2016 10:37,8/10/2016 11:00,1,1,1,5275.4800000000005,24.03,64.08,15826,8.01
INC0001462,C,24/3/2016 18:59,False,1,0,8,False,Caller 1960,Opened by  185,2/3/2016 16:02,?,?,Updated by 908,Phone,Location 199,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 184,16/3/2016 09:02,24/3/2016 18:59,2,2,2,530.95,42.72,64.08,1062,10.68
INC0001494,C,27/3/2016 14:59,False,2,0,10,False,Caller 3898,?,2/3/2016 16:36,Created by 18,2/3/2016 16:41,Updated by 908,Phone,Location 204,Category 53,Subcategory 303,Symptom 572,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 183,22/3/2016 14:30,27/3/2016 14:59,2,2,2,598.3000000000001,80.1,112.14,1795,16.02
INC0001502,C,8/3/2016 11:00,False,0,0,4,True,Caller 386,Opened by  62,2/3/2016 16:45,Created by 33,2/3/2016 16:48,Updated by 908,Phone,Location 161,Category 42,Subcategory 31,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 81,3/3/2016 10:53,8/3/2016 11:00,2,2,2,138.2,21.36,26.7,138,5.34
INC0001587,C,24/3/2016 18:40,False,4,0,8,False,Caller 413,Opened by  305,2/3/2016 21:49,Created by 130,2/3/2016 21:58,Updated by 908,Phone,Location 55,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 153,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 137,9/3/2016 16:59,24/3/2016 18:40,2,2,2,524.7,133.5,186.9,2624,26.7
INC0001628,C,8/3/2016 09:00,False,0,0,5,True,Caller 5633,Opened by  131,3/3/2016 07:39,Created by 62,3/3/2016 08:12,Updated by 908,Phone,Location 161,Category 24,Subcategory 228,Symptom 113,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/3/2016 08:41,8/3/2016 09:00,2,2,2,120.8,5.34,37.379999999999995,121,5.34
INC0001640,C,24/3/2016 18:40,False,1,0,4,False,Caller 2543,Opened by  24,3/3/2016 08:26,?,?,Updated by 908,Phone,Location 69,Category 20,Subcategory 125,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 08:34,24/3/2016 18:40,2,2,2,514.24,10.68,64.08,1028,10.68
INC0001642,C,8/3/2016 16:00,False,0,0,3,True,Caller 5551,Opened by  24,3/3/2016 08:37,Created by 13,3/3/2016 08:40,Updated by 908,Phone,Location 204,Category 34,Subcategory 151,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,3/3/2016 15:36,8/3/2016 16:00,2,2,2,127.34,16.02,42.72,127,5.34
INC0001711,C,3/4/2016 09:59,False,1,0,15,False,Caller 5399,?,3/3/2016 09:59,?,?,Updated by 908,Phone,Location 161,Category 57,Subcategory 227,Symptom 491,?,2 - Medium,1 - High,2 - High,Group 70,Resolver 149,True,True,Do Not Notify,?,?,?,?,code 1,Resolved by 133,29/3/2016 09:45,3/4/2016 09:59,3,2,3,744.01,21.36,64.08,1488,10.68
INC0001828,C,24/3/2016 18:50,False,3,0,11,False,Caller 3864,Opened by  301,3/3/2016 11:20,Created by 129,3/3/2016 11:22,Updated by 908,Phone,Location 93,Category 26,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 4,Resolved by 62,10/3/2016 11:43,24/3/2016 18:50,2,2,2,511.48,106.8,149.51999999999998,2046,21.36
INC0001833,C,8/3/2016 12:00,False,0,0,2,True,Caller 2011,Opened by  180,3/3/2016 11:21,?,?,Updated by 908,Phone,Location 161,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,3/3/2016 11:23,8/3/2016 12:00,2,2,2,120.65,21.36,26.7,121,5.34
INC0001945,C,24/3/2016 18:59,False,0,0,10,False,Caller 4695,Opened by  221,3/3/2016 14:06,?,?,Updated by 908,Phone,Location 143,Category 42,Subcategory 106,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 11,17/3/2016 11:40,24/3/2016 18:59,2,2,2,508.9,10.68,48.06,509,5.34
INC0001970,C,21/5/2016 11:07,False,2,0,18,False,Caller 4180,Opened by  325,3/3/2016 14:35,Created by 140,3/3/2016 14:38,Updated by 908,Phone,Location 143,Category 55,Subcategory 305,?,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,True,True,Do Not Notify,?,?,?,?,code 7,Resolved by 143,16/5/2016 10:13,21/5/2016 11:07,1,1,1,1892.4900000000002,8.01,72.09,5677,8.01
INC0002025,C,8/3/2016 17:00,False,0,0,4,True,Caller 1187,Opened by  55,3/3/2016 15:22,?,?,Updated by 908,Phone,Location 51,Category 20,Subcategory 103,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 184,3/3/2016 16:10,8/3/2016 17:00,2,2,2,121.63,16.02,48.06,122,5.34
INC0002039,C,9/3/2016 11:00,False,0,0,2,True,Caller 4414,Opened by  433,3/3/2016 15:35,Created by 190,3/3/2016 15:36,Updated by 908,Phone,Location 51,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,4/3/2016 10:25,9/3/2016 11:00,2,2,2,139.4,26.7,32.04,139,5.34
INC0002081,C,8/3/2016 18:00,False,0,0,3,True,Caller 5398,Opened by  386,3/3/2016 16:15,Created by 167,3/3/2016 16:21,Updated by 908,Phone,Location 136,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,3/3/2016 17:17,8/3/2016 18:00,2,2,2,121.65,5.34,32.04,122,5.34
INC0002172,C,8/3/2016 20:00,False,0,0,3,True,Caller 611,Opened by  221,3/3/2016 18:55,?,?,Updated by 908,Phone,Location 93,Category 53,Subcategory 178,Symptom 22,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 103,3/3/2016 19:04,8/3/2016 20:00,2,2,2,121.08000000000001,5.34,48.06,121,5.34
INC0002190,C,24/3/2016 18:59,False,1,0,12,False,Caller 1638,Opened by  305,3/3/2016 21:18,Created by 130,3/3/2016 21:30,Updated by 908,Phone,Location 143,Category 26,Subcategory 164,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,16/3/2016 08:50,24/3/2016 18:59,2,2,2,501.48,10.68,64.08,1003,10.68
INC0002320,C,23/5/2016 11:07,False,1,0,7,False,Caller 295,Opened by  40,4/3/2016 09:43,Created by 20,4/3/2016 09:44,Updated by 908,Phone,Location 210,Category 26,Subcategory 175,Symptom 119,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 12:32,23/5/2016 11:07,2,2,2,1921.3899999999999,32.04,64.08,3843,10.68
INC0002368,C,24/3/2016 18:40,False,0,0,4,False,Caller 4647,Opened by  24,4/3/2016 10:23,Created by 13,4/3/2016 10:27,Updated by 908,Phone,Location 93,Category 42,Subcategory 106,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 153,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 137,9/3/2016 09:38,24/3/2016 18:40,2,2,2,488.21,26.7,37.379999999999995,488,5.34
INC0002400,C,3/5/2016 12:07,False,1,0,26,False,Caller 3515,Opened by  443,4/3/2016 10:54,Created by 192,4/3/2016 11:03,Updated by 908,Phone,Location 51,Category 45,Subcategory 200,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 20,28/4/2016 11:46,3/5/2016 12:07,2,2,2,1441.07,21.36,96.12,2882,10.68
INC0002443,C,9/3/2016 13:00,False,0,0,1,True,Caller 3985,Opened by  301,4/3/2016 11:36,?,?,Updated by 908,Phone,Location 111,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,?,9/3/2016 13:00,2,2,2,121.4,21.36,48.06,121,5.34
INC0002543,C,24/3/2016 18:40,False,2,0,12,False,Caller 3911,Opened by  386,4/3/2016 14:19,Created by 167,4/3/2016 14:25,Updated by 908,Phone,Location 108,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 153,7/3/2016 11:05,24/3/2016 18:40,2,2,2,484.26,48.06,144.18,1453,16.02
INC0002551,C,24/3/2016 18:59,False,0,0,5,False,Caller 422,Opened by  386,4/3/2016 14:26,Created by 167,4/3/2016 14:33,Updated by 908,Phone,Location 204,Category 53,Subcategory 168,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 16:54,24/3/2016 18:59,2,2,2,484.43000000000006,21.36,48.06,484,5.34
INC0002613,C,24/3/2016 18:40,False,2,0,6,False,Caller 1326,?,4/3/2016 15:40,Created by 89,4/3/2016 16:17,Updated by 908,Phone,Location 51,Category 45,Subcategory 150,Symptom 469,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 125,8/3/2016 16:31,24/3/2016 18:40,2,2,2,482.38,48.06,128.16,1447,16.02
INC0002667,C,9/3/2016 18:00,False,0,0,3,True,Caller 1129,Opened by  443,4/3/2016 16:39,Created by 192,4/3/2016 16:53,Updated by 908,Phone,Location 93,Category 45,Subcategory 200,Symptom 311,?,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 22,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 20,4/3/2016 17:29,9/3/2016 18:00,2,2,2,121.11999999999999,16.02,26.7,121,5.34
INC0002711,C,29/3/2016 14:59,False,12,0,19,False,Caller 723,Opened by  390,4/3/2016 17:18,?,?,Updated by 908,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,True,True,Do Not Notify,?,?,?,?,code 7,Resolved by 169,24/3/2016 14:51,29/3/2016 14:59,2,2,2,597.68,138.84,347.1,7770,69.42
INC0002721,C,2/4/2016 13:59,False,4,0,15,False,Caller 3515,Opened by  443,4/3/2016 17:27,Created by 192,4/3/2016 17:28,Updated by 908,Phone,Location 51,Category 46,Subcategory 259,Symptom 272,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,False,True,Do Not Notify,?,?,?,?,code 2,Resolved by 20,28/3/2016 13:52,2/4/2016 13:59,2,2,2,692.52,106.8,240.29999999999998,3463,26.7
INC0002802,C,24/3/2016 18:40,False,1,0,5,False,Caller 2688,Opened by  390,5/3/2016 04:52,Created by 169,5/3/2016 05:01,Updated by 908,Phone,Location 161,Category 45,Subcategory 200,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,7/3/2016 10:57,24/3/2016 18:40,2,2,2,469.65000000000003,32.04,53.4,939,10.68
INC0002810,C,24/3/2016 18:40,False,5,0,11,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 908,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 30,Resolver 201,True,True,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40,1,1,1,466.91,64.08,112.14,2801,16.02
INC0002823,C,10/3/2016 12:00,False,0,0,1,True,Caller 3452,Opened by  131,5/3/2016 11:08,?,?,Updated by 908,Phone,Location 55,Category 32,Subcategory 9,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,?,10/3/2016 12:00,1,1,1,120.87,8.01,13.35,121,2.67
