incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,duration_phase,preproc_priority,preproc_impact,preproc_urgency
INC0000161,W,8/3/2016 09:22,True,2,0,9,True,Caller 3007,Opened by  180,29/2/2016 10:18,Created by 81,29/2/2016 10:30,Updated by 135,Phone,Location 55,Category 37,Subcategory 135,Symptom 529,?,3 - Low,3 - Low,4 - Low,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,8/3/2016 09:22,24/3/2016 18:40,0.0,1,1,1
INC0000161,R,8/3/2016 09:22,True,2,0,10,True,Caller 3007,Opened by  180,29/2/2016 10:18,Created by 81,29/2/2016 10:30,Updated by 135,Phone,Location 55,Category 37,Subcategory 135,Symptom 529,?,3 - Low,3 - Low,4 - Low,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,8/3/2016 09:22,24/3/2016 18:40,393.3,1,1,1
INC0000161,C,24/3/2016 18:40,False,2,0,11,False,Caller 3007,Opened by  180,29/2/2016 10:18,Created by 81,29/2/2016 10:30,Updated by 908,Phone,Location 55,Category 37,Subcategory 135,Symptom 529,?,3 - Low,3 - Low,4 - Low,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,8/3/2016 09:22,24/3/2016 18:40,0.0,1,1,1
INC0000167,N,29/2/2016 10:27,True,0,0,0,True,Caller 649,Opened by  24,29/2/2016 10:27,?,?,Updated by 908,Phone,Location 108,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/2/2016 11:02,5/3/2016 12:00,0.05,2,2,2
INC0000167,A,29/2/2016 10:30,True,0,0,1,True,Caller 649,Opened by  24,29/2/2016 10:27,?,?,Updated by 60,Phone,Location 108,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/2/2016 11:02,5/3/2016 12:00,0.53,2,2,2
INC0000167,R,29/2/2016 11:02,True,0,0,2,True,Caller 649,Opened by  24,29/2/2016 10:27,?,?,Updated by 60,Phone,Location 108,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/2/2016 11:02,5/3/2016 12:00,120.97,2,2,2
INC0000167,C,5/3/2016 12:00,False,0,0,3,True,Caller 649,Opened by  24,29/2/2016 10:27,?,?,Updated by 908,Phone,Location 108,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/2/2016 11:02,5/3/2016 12:00,0.0,2,2,2
INC0000259,N,29/2/2016 13:15,True,0,0,0,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 133,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,0.0,2,2,2
INC0000259,A,29/2/2016 13:15,True,0,0,1,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 133,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,25.03,2,2,2
INC0000259,A,1/3/2016 14:17,True,1,0,2,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 133,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,2.22,2,2,2
INC0000259,A,1/3/2016 16:30,True,1,0,3,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 881,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,0.02,2,2,2
INC0000259,A,1/3/2016 16:31,True,1,0,4,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 881,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,0.05,2,2,2
INC0000259,W,1/3/2016 16:34,True,1,0,5,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 881,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,17.97,2,2,2
INC0000259,A,2/3/2016 10:32,True,1,0,6,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 881,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,0.08,2,2,2
INC0000259,A,2/3/2016 10:37,True,1,0,7,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 881,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,0.03,2,2,2
INC0000259,R,2/3/2016 10:39,True,1,0,8,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 881,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,120.35,2,2,2
INC0000259,C,7/3/2016 11:00,False,1,0,9,True,Caller 5182,Opened by  62,29/2/2016 12:50,Created by 33,29/2/2016 13:15,Updated by 908,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,0.0,2,2,2
INC0000272,N,29/2/2016 13:46,True,0,0,0,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 429,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 3,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,48.05,1,1,2
INC0000272,N,2/3/2016 13:49,True,0,0,1,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 723,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 3,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.03,1,1,2
INC0000272,N,2/3/2016 13:51,True,0,0,2,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 723,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 3,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,141.95,1,1,2
INC0000272,N,8/3/2016 11:48,True,0,0,4,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 348,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 3,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.0,1,1,2
INC0000272,N,8/3/2016 11:48,True,1,0,5,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 348,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,2.98,1,1,2
INC0000272,N,8/3/2016 14:47,True,1,0,6,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 133,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.0,1,1,2
INC0000272,N,8/3/2016 14:47,True,2,0,7,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 133,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 55,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.12,1,1,2
INC0000272,N,8/3/2016 14:54,True,2,0,8,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 960,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 55,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.0,1,1,2
INC0000272,N,8/3/2016 14:54,True,3,0,9,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 960,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.52,1,1,2
INC0000272,N,8/3/2016 15:25,True,4,0,10,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 429,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.17,1,1,2
INC0000272,R,8/3/2016 15:35,True,4,0,11,True,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 699,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,387.08,1,1,2
INC0000272,C,24/3/2016 18:40,False,4,0,12,False,Caller 4167,Opened by  221,29/2/2016 13:36,Created by 98,29/2/2016 13:46,Updated by 908,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,3 - Low,2 - Medium,4 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,0.0,1,1,2
INC0000315,N,29/2/2016 14:37,True,0,0,0,True,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 908,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,19.33,2,2,2
INC0000315,N,1/3/2016 09:57,True,1,0,1,True,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 789,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,0.88,2,2,2
INC0000315,A,1/3/2016 10:50,True,1,0,2,True,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 63,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 48,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,2.95,2,2,2
INC0000315,A,1/3/2016 13:47,True,1,0,3,True,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 63,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,139.42,2,2,2
INC0000315,R,7/3/2016 09:12,True,1,0,5,True,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 402,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,417.47,2,2,2
INC0000315,C,24/3/2016 18:40,False,1,0,6,False,Caller 99,Opened by  386,29/2/2016 14:37,?,?,Updated by 908,Phone,Location 51,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,0.0,2,2,2
INC0000345,N,29/2/2016 15:20,True,0,0,0,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 573,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,0.48,2,2,2
INC0000345,N,29/2/2016 15:49,True,0,0,1,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 653,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,0.02,2,2,2
INC0000345,N,29/2/2016 15:50,True,1,0,2,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 653,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,8.18,2,2,2
INC0000345,N,1/3/2016 00:01,True,2,0,3,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 809,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,0.02,2,2,2
INC0000345,N,1/3/2016 00:02,True,2,0,4,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 809,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,8.75,2,2,2
INC0000345,N,1/3/2016 08:47,True,2,0,5,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 265,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,7.22,2,2,2
INC0000345,N,1/3/2016 16:00,True,2,0,6,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 507,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,0.0,2,2,2
INC0000345,R,1/3/2016 16:00,True,2,0,7,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 507,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,121.0,2,2,2
INC0000345,C,6/3/2016 17:00,False,2,0,8,True,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 908,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00,0.0,2,2,2
INC0000419,N,29/2/2016 18:44,True,0,0,0,True,Caller 4197,Opened by  239,29/2/2016 18:36,Created by 107,29/2/2016 18:44,Updated by 467,Phone,Location 204,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,23/3/2016 14:37,28/3/2016 14:59,92.52,2,2,2
INC0000419,N,4/3/2016 15:15,True,0,0,2,True,Caller 4197,Opened by  239,29/2/2016 18:36,Created by 107,29/2/2016 18:44,Updated by 750,Phone,Location 204,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,23/3/2016 14:37,28/3/2016 14:59,333.53,2,2,2
INC0000419,A,18/3/2016 12:47,True,0,0,7,True,Caller 4197,Opened by  239,29/2/2016 18:36,Created by 107,29/2/2016 18:44,Updated by 44,Phone,Location 204,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,23/3/2016 14:37,28/3/2016 14:59,121.83,2,2,2
INC0000419,R,23/3/2016 14:37,True,0,0,9,True,Caller 4197,Opened by  239,29/2/2016 18:36,Created by 107,29/2/2016 18:44,Updated by 465,Phone,Location 204,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,23/3/2016 14:37,28/3/2016 14:59,120.37,2,2,2
INC0000419,C,28/3/2016 14:59,False,0,0,10,False,Caller 4197,Opened by  239,29/2/2016 18:36,Created by 107,29/2/2016 18:44,Updated by 908,Phone,Location 204,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,23/3/2016 14:37,28/3/2016 14:59,0.0,2,2,2
INC0000440,N,29/2/2016 21:57,True,0,0,0,True,Caller 2201,Opened by  305,29/2/2016 21:54,Created by 130,29/2/2016 21:57,Updated by 578,Phone,Location 161,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 149,1/3/2016 21:04,6/3/2016 22:00,13.75,2,2,2
INC0000440,N,1/3/2016 11:42,True,1,0,1,True,Caller 2201,Opened by  305,29/2/2016 21:54,Created by 130,29/2/2016 21:57,Updated by 646,Phone,Location 161,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 57,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 149,1/3/2016 21:04,6/3/2016 22:00,5.03,2,2,2
INC0000440,N,1/3/2016 16:44,True,2,0,2,True,Caller 2201,Opened by  305,29/2/2016 21:54,Created by 130,29/2/2016 21:57,Updated by 608,Phone,Location 161,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 149,1/3/2016 21:04,6/3/2016 22:00,2.43,2,2,2
INC0000440,N,1/3/2016 19:10,True,3,0,3,True,Caller 2201,Opened by  305,29/2/2016 21:54,Created by 130,29/2/2016 21:57,Updated by 750,Phone,Location 161,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 149,1/3/2016 21:04,6/3/2016 22:00,1.9,2,2,2
INC0000440,R,1/3/2016 21:04,True,3,0,4,True,Caller 2201,Opened by  305,29/2/2016 21:54,Created by 130,29/2/2016 21:57,Updated by 642,Phone,Location 161,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 149,1/3/2016 21:04,6/3/2016 22:00,120.93,2,2,2
INC0000440,C,6/3/2016 22:00,False,3,0,5,True,Caller 2201,Opened by  305,29/2/2016 21:54,Created by 130,29/2/2016 21:57,Updated by 908,Phone,Location 161,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 149,1/3/2016 21:04,6/3/2016 22:00,0.0,2,2,2
